ID,Language_ID,English_Gloss,Form,Comment,Source,Page
tomo1244-6-0008,tomo1244-6,(his) skin,pɛlˈtɔn,,Lindrud1980,179
tomo1244-6-0009,tomo1244-6,(his) knee,la·kilian,,Lindrud1980,179
tomo1244-6-0010,tomo1244-6,man,baˈřasi,,Lindrud1980,179
tomo1244-6-0011,tomo1244-6,woman,ˈnɔ·lɔ,,Lindrud1980,179
tomo1244-6-0012,tomo1244-6,bird,m·ɛn,,Lindrud1980,179
tomo1244-6-0013,tomo1244-6,dog,ˈnɛpap,,Lindrud1980,179
tomo1244-6-0014,tomo1244-6,he bites,nɛpaᵽsaˈni·sɪř,,Lindrud1980,179
tomo1244-6-0015,tomo1244-6,he sits,(ku)sɪtaˈřun,,Lindrud1980,179
tomo1244-6-0016,tomo1244-6,he stands,ˈdɛ·dɛ·,,Lindrud1980,179
tomo1244-6-0017,tomo1244-6,he lies,nɛnaˈlɛř,,Lindrud1980,179
tomo1244-6-0018,tomo1244-6,he walks,nɛnaˈřa·dɛl,,Lindrud1980,179
tomo1244-6-0019,tomo1244-6,road (path),ˈsal (ṇˈsal),,Lindrud1980,179
tomo1244-6-0020,tomo1244-6,stone,ṃˈpɛr,,Lindrud1980,179
tomo1244-6-0021,tomo1244-6,big,mɛˈpuř,,Lindrud1980,179
tomo1244-6-0022,tomo1244-6,small,kaˈkaɛ·,,Lindrud1980,179
tomo1244-6-0023,tomo1244-6,fire,kayu,,Lindrud1980,179
tomo1244-6-0024,tomo1244-6,smoke,buřmɪl,,Lindrud1980,179
tomo1244-6-0025,tomo1244-6,ashes,ŋˈhɔ,,Lindrud1980,179
tomo1244-6-0026,tomo1244-6,(his) ear,palyɪŋǥɛlŋan,,Lindrud1980,179
tomo1244-6-0027,tomo1244-6,(his) tongue,ˈtɔmlɔn,,Lindrud1980,179
tomo1244-6-0028,tomo1244-6,(his) tooth,dælˈyɛn,,Lindrud1980,179
tomo1244-6-0029,tomo1244-6,(her) breast,butilon,,Lindrud1980,179
tomo1244-6-0030,tomo1244-6,(his) hand,lauˈǥwan,,Lindrud1980,179
tomo1244-6-0031,tomo1244-6,(his) foot,kɛan,,Lindrud1980,179
tomo1244-6-0032,tomo1244-6,sun,nha (hna),,Lindrud1980,179
tomo1244-6-0033,tomo1244-6,moon,nɛˈkaŋ,,Lindrud1980,179
tomo1244-6-0034,tomo1244-6,star,nɔˈtu,,Lindrud1980,179
tomo1244-6-0035,tomo1244-6,cloud,ˈla·pɛřkaˈka,,Lindrud1980,179
tomo1244-6-0036,tomo1244-6,rain,ˈnɛ·řƀu,,Lindrud1980,179
tomo1244-6-0037,tomo1244-6,water,ˈnuyɛ,,Lindrud1980,179
tomo1244-6-0038,tomo1244-6,tree,ˈuwɛ,,Lindrud1980,179
tomo1244-6-0039,tomo1244-6,root,ˈbulhɛ (ˈbulǥɛ),,Lindrud1980,179
tomo1244-6-0040,tomo1244-6,leaf,ˈǥɔmřɔ (ˈχɔmřɔ),,Lindrud1980,179
tomo1244-6-0041,tomo1244-6,meat,nɛřoˈkabuk,,Lindrud1980,179
tomo1244-6-0042,tomo1244-6,fat (grease),mɛˈmɔnmɔn (mɛˈmo˓nmo˓n),,Lindrud1980,179
tomo1244-6-0043,tomo1244-6,egg,ˈǥɔtɛl,,Lindrud1980,179
tomo1244-6-0044,tomo1244-6,he eats,tinˈnhan,,Lindrud1980,179
tomo1244-6-0045,tomo1244-6,he gives it to me,nanɪmˈneyɔ,,Lindrud1980,179
tomo1244-6-0046,tomo1244-6,he sees,nɛnaˈtua,,Lindrud1980,179
tomo1244-6-0047,tomo1244-6,he comes,tinˈtɔŋa,,Lindrud1980,179
tomo1244-6-0048,tomo1244-6,louse,ŋˈkuř,,Lindrud1980,179
tomo1244-6-0049,tomo1244-6,one,deˈmuř,,Lindrud1980,179
tomo1244-6-0050,tomo1244-6,two,řɔmřɔ,,Lindrud1980,179
